fold,parameter,epoch,epoch_time,test_MAE,test_RMSE,test_Pearson,test_Spearman
0,0.1,0,0.6264891624450684,4.133332,5.522269,0.526083605139867,0.5291849398834567
0,0.1,1,0.3222672939300537,4.0447097,5.4061546,0.5097162189858222,0.5142127260737249
0,0.1,2,0.2455449104309082,3.9227202,5.2515006,0.5563809572988494,0.5610286818968647
0,0.1,3,0.18479585647583008,3.8870702,5.274633,0.5579317160269304,0.563739592517499
0,0.1,4,0.25276613235473633,3.8017073,5.1882796,0.5737307078894469,0.5781791436585039
0,0.1,5,0.19320225715637207,3.769978,5.100358,0.5791911820887137,0.582775344808515
0,0.1,6,0.20878005027770996,3.7512045,5.1044374,0.5770909084509295,0.5818153097672158
0,0.1,7,0.1842479705810547,3.7303603,5.075067,0.5855705784241052,0.5907449706505818
0,0.1,8,0.19184494018554688,3.6722338,5.1440244,0.5900010623896195,0.5968797425290671
0,0.1,9,0.19604992866516113,3.65787,5.14035,0.5875664414637763,0.5985579130712897
0,0.1,10,0.1737079620361328,3.6834238,5.247664,0.5862098408164611,0.5995408703681528
0,0.1,11,0.16821885108947754,3.653659,5.210715,0.5852772437470755,0.5965058208158059
0,0.1,12,0.1618340015411377,3.6347802,5.1453376,0.59267358859136,0.6036577165577964
0,0.1,13,0.17903828620910645,3.605308,5.135394,0.5941116595312635,0.6069519375315345
0,0.1,14,0.16837477684020996,3.5811741,5.0127563,0.603449676076987,0.6163449121893404
0,0.1,15,0.16654610633850098,3.5655456,5.122542,0.6035690123098911,0.6176392673406146
0,0.1,16,0.16569900512695312,3.5921018,5.080592,0.6134614222270487,0.6266233349554917
0,0.1,17,0.21252679824829102,3.556137,4.974391,0.6056064374270497,0.617486983599896
0,0.1,18,0.17402982711791992,3.5002477,5.0200095,0.6159967171564492,0.6369313610377958
0,0.1,19,0.16750884056091309,3.4885798,4.990661,0.6132318909124383,0.6333232767372838
0,0.1,20,0.1593630313873291,3.60114,5.213002,0.6031429937458177,0.6312764599161761
0,0.1,21,0.19243693351745605,3.5412686,5.1359267,0.6116779157005521,0.6326954276633726
0,0.1,22,0.1893918514251709,3.465891,4.9710565,0.6224335259930164,0.6433459653188011
0,0.1,23,0.17512774467468262,3.4784636,4.893996,0.6227705904704354,0.6406376246836577
0,0.1,24,0.1945199966430664,3.4543498,4.9666667,0.6176973410688129,0.6371348280421422
0,0.1,25,0.17041420936584473,3.4716406,4.9417586,0.6326320392273853,0.6598098965319399
0,0.1,26,0.16661691665649414,3.3958168,4.813332,0.6367579954183589,0.6553402603108213
0,0.1,27,0.1675419807434082,3.413953,4.942606,0.6439145077259384,0.6661246836978522
0,0.1,28,0.16784906387329102,3.4289708,4.8275404,0.6451037576537305,0.6672294166854442
0,0.1,29,0.1759932041168213,3.3864884,4.912747,0.6449372874646128,0.6623708149728927
0,0.1,30,0.16550278663635254,3.4048655,4.852876,0.6402649703703777,0.6569197698915921
0,0.1,31,0.16769790649414062,3.3696063,4.8905416,0.6498212568716245,0.6778595370914463
0,0.1,32,0.1674211025238037,3.3080356,4.801206,0.6624113944474165,0.6837730463552786
0,0.1,33,0.29319095611572266,3.3063815,4.8142204,0.6533233462187533,0.6757322944803371
0,0.1,34,0.18867874145507812,3.2715309,4.7744813,0.6580356345637097,0.6767153312188597
0,0.1,35,0.19755816459655762,3.36529,4.865794,0.6481790714696478,0.6696972724676076
0,0.1,36,0.3763291835784912,3.2161877,4.731938,0.6622252997502579,0.689351867382698
0,0.1,37,0.21994900703430176,3.2084916,4.7127185,0.6692388341962477,0.6889911816487607
0,0.1,38,0.16448092460632324,3.2280962,4.789784,0.6562267117394895,0.6828485721291186
0,0.1,39,0.19702672958374023,3.2309506,4.62585,0.6717238657899501,0.6904099208075263
0,0.1,40,0.1747739315032959,3.2154727,4.649534,0.6716739126073488,0.6910382794897428
0,0.1,41,0.1750349998474121,3.1981425,4.728187,0.6733290165433853,0.6983721512319268
0,0.1,42,0.1641402244567871,3.1832592,4.644492,0.6687482068921354,0.6939809092720182
0,0.1,43,0.17892694473266602,3.1543832,4.7327924,0.6783656521458661,0.7033807885463688
0,0.1,44,0.19008302688598633,3.0911462,4.587382,0.6825171540896672,0.7122038429741752
0,0.1,45,0.16817283630371094,3.107088,4.6400204,0.6811736286081211,0.7075940280109342
0,0.1,46,0.16585111618041992,3.1814165,4.616449,0.6739729156611669,0.696613914603813
0,0.1,47,0.18690824508666992,3.1411366,4.7309065,0.6777042120971852,0.7060308627088397
0,0.1,48,0.16851401329040527,3.1196604,4.588205,0.6830392633614208,0.711474155520545
0,0.1,49,0.18575096130371094,3.0897963,4.605304,0.6862531475267531,0.7176638266187485
0,0.1,50,0.17561697959899902,3.011884,4.540568,0.694360346056785,0.7253683983827692
0,0.1,51,0.17087125778198242,3.004692,4.523356,0.6954661467924793,0.7257499236416447
0,0.1,52,0.1652517318725586,3.001696,4.520646,0.6966326509795562,0.7257906350582992
0,0.1,53,0.1661829948425293,3.0012825,4.548763,0.6963765000122855,0.7281396635128243
0,0.1,54,0.16185712814331055,2.9972277,4.5226407,0.6968490395107341,0.7271036813562245
0,0.1,55,0.17577409744262695,2.9960105,4.526289,0.6970528495317146,0.7274661399054959
0,0.1,56,0.16637206077575684,2.9958818,4.5500994,0.697572459152798,0.7280528953963807
0,0.1,57,0.16637587547302246,3.0025268,4.5522056,0.6954612642660439,0.7289236230108906
0,0.1,58,0.18830204010009766,2.9954686,4.5298433,0.6974934947614037,0.729423382212886
0,0.1,59,0.27823877334594727,2.9919634,4.5461926,0.6965307166896629,0.7289141007547183
0,0.1,60,0.175584077835083,2.9888701,4.5226645,0.6977341700475334,0.7282125515902563
0,0.1,61,0.19291925430297852,2.9865813,4.51758,0.6985312571784165,0.7296089017254407
0,0.1,62,0.17377901077270508,2.9873855,4.518454,0.6979325882328474,0.730009733306199
0,0.1,63,0.16919612884521484,2.9950652,4.5444307,0.696575802603005,0.7303522540344524
0,0.1,64,0.1719379425048828,2.982124,4.523317,0.6990445098372866,0.731244866658401
0,0.1,65,0.22809910774230957,2.9879029,4.550487,0.6965683237907999,0.7297116890173072
0,0.1,66,0.1953883171081543,2.979655,4.515859,0.6997328255462355,0.7317905689895676
0,0.1,67,0.2389698028564453,2.9827127,4.521742,0.6994738108894082,0.7319860852505576
0,0.1,68,0.18413496017456055,2.9897346,4.5258064,0.6985261755170831,0.7301428053251934
0,0.1,69,0.19246387481689453,2.9771755,4.5045333,0.6995578705055907,0.732416069070621
0,0.1,70,0.18673110008239746,2.9777877,4.5173273,0.6994628135907617,0.7307304102944913
0,0.1,71,0.17598485946655273,2.9784858,4.5361204,0.6991729921960318,0.7331803124685228
0,0.1,72,0.17661809921264648,2.9694786,4.498217,0.7007686481251945,0.7330145971711709
0,0.1,73,0.2079460620880127,2.972866,4.506825,0.7002039880337452,0.7319327146390685
0,0.1,74,0.2750389575958252,2.9774916,4.488392,0.7009282443301919,0.7317025717265133
0,0.1,75,0.1820375919342041,2.9658747,4.4941754,0.7014371116915729,0.7338615451711442
0,0.1,76,0.2212991714477539,2.964642,4.5031843,0.7012981662482947,0.734385538453179
0,0.1,77,0.19455218315124512,2.9652722,4.5033836,0.7012495919828576,0.7347468230460491
0,0.1,78,0.17066407203674316,2.9654334,4.5008516,0.70110425553717,0.7340225165698527
0,0.1,79,0.17676877975463867,2.9658918,4.504814,0.7010919113125936,0.7342827894209847
0,0.1,80,0.2041778564453125,2.9657295,4.5047317,0.7011387788598681,0.7345173083927043
0,0.1,81,0.18135404586791992,2.9651947,4.5071096,0.7011964763658171,0.7345901805411025
0,0.1,82,0.1736769676208496,2.9650645,4.5053453,0.70110082784409,0.7343443883798145
0,0.1,83,0.1846179962158203,2.9656918,4.4996214,0.7013484144946032,0.7343167215847518
0,0.1,84,0.20011186599731445,2.9654288,4.4994287,0.7014430543742856,0.7348792835816129
0,0.1,85,0.18787789344787598,2.9651115,4.5069423,0.7012459860470501,0.7349603769097833
0,0.1,86,0.1891789436340332,2.964767,4.501718,0.701398875431462,0.7342660785793128
0,0.1,87,0.17582488059997559,2.9656382,4.50874,0.7012363623679607,0.7349550772670912
0,0.1,88,0.17763686180114746,2.9643683,4.498915,0.7013879098772423,0.7346064504496084
0,0.1,89,0.193861722946167,2.964336,4.499901,0.7015172158273278,0.7347588498358847
0,0.1,90,0.1710960865020752,2.9644141,4.500096,0.7015484405331955,0.73482707628519
0,0.1,91,0.1998152732849121,2.9646893,4.4993644,0.7014109645860798,0.7344524562519927
0,0.1,92,0.17890191078186035,2.9646885,4.499865,0.7012952151149656,0.7341477626554245
0,0.1,93,0.17877888679504395,2.9650223,4.5060377,0.7015016185316547,0.7347569844048449
0,0.1,94,0.1647799015045166,2.9637086,4.5009956,0.701327966115545,0.7349386390364087
0,0.1,95,0.20177698135375977,2.9637704,4.5003753,0.7012647854804186,0.734860834263422
0,0.1,96,0.17071199417114258,2.9642403,4.4983172,0.7014613196438971,0.7350207891393225
