fold,parameter,epoch,test_MAE,test_RMSE,test_Pearson,test_Spearman
0,0.1,0,7.919764,9.842311402815906,0.4308160156511481,0.44121644394530407
0,0.1,1,8.288916,9.835818822506832,0.48089070606325723,0.47567425418850817
0,0.1,2,8.540863,10.01594949991091,0.4939316941102215,0.48392947301029665
0,0.1,3,8.460716,9.950842770870512,0.49841660624991996,0.485919121920805
0,0.1,4,8.346685,9.837111787031134,0.5006768666861078,0.48887270647947734
0,0.1,5,8.264433,9.775641347621352,0.5022000603788332,0.4886357939150939
0,0.1,6,8.131995,9.648475060023046,0.5039037783098613,0.4899501835504198
0,0.1,7,8.014297,9.531452514498135,0.5053206959265616,0.492169184762265
0,0.1,8,7.969358,9.502272886127898,0.5053790210469165,0.4909084171533152
0,0.1,9,7.846861,9.374743241926724,0.5079562533035727,0.49393579036207275
0,0.1,10,7.783372,9.321902450434147,0.5084261171359821,0.4958902926595222
0,0.1,11,7.7287407,9.282007051668652,0.5101357137246386,0.4968795895672532
0,0.1,12,7.672532,9.215672486843575,0.5099948382579292,0.4951162389504735
0,0.1,13,7.619002,9.178282389137202,0.509521825407655,0.49417468936785586
0,0.1,14,7.6190667,9.174237078720088,0.5115917258013963,0.49613772666021005
0,0.1,15,7.556054,9.111803100896754,0.512740186981844,0.499320212041833
0,0.1,16,7.525098,9.097206743403525,0.5113021976061146,0.49588169463006576
0,0.1,17,7.4630866,9.020254021089455,0.512975814165599,0.49634384832502537
0,0.1,18,7.479482,9.044677889240566,0.5150204817253736,0.4988174062641975
0,0.1,19,7.3986373,8.962015314975721,0.5160055158176291,0.5015725989340049
0,0.1,20,7.2864904,8.845610621687335,0.5167225649121423,0.503273682912166
0,0.1,21,7.3509765,8.90904989569288,0.5186819144940715,0.502169071253828
0,0.1,22,7.2673078,8.848397371691853,0.5175404068536719,0.5029342023672134
0,0.1,23,7.165179,8.728941071598852,0.5202230026183441,0.5046384520996823
0,0.1,24,7.2135606,8.764219664390184,0.5218145964535528,0.5069659828574685
0,0.1,25,7.1999416,8.76965870244243,0.517933544442178,0.49802555600339193
0,0.1,26,7.140402,8.707735275345035,0.5193504653886912,0.5031224721843345
0,0.1,27,7.185679,8.754304099755508,0.5218140083450208,0.5039117695161237
0,0.1,28,7.153573,8.703023310671629,0.5252797340929813,0.5089897101108193
0,0.1,29,7.0595403,8.62378274924931,0.5235288132387353,0.509725673812561
0,0.1,30,7.187594,8.756104002340578,0.5233533002068342,0.5053281038878682
0,0.1,31,7.0616436,8.611769549173179,0.5244267158800806,0.5099086622532415
0,0.1,32,7.12872,8.689181597311377,0.5228512531305898,0.5099638942940681
