fold,parameter,epoch,epoch_time,test_MAE,test_RMSE,test_Pearson,test_Spearman
0,0.25,0,0.22518491744995117,0.6466882,0.712187,0.07190606408333881,0.044500403127519544
0,0.25,1,0.02049422264099121,0.65118927,0.72023195,0.07186536610015534,0.0009748185926162037
0,0.25,2,0.019509553909301758,0.63954604,0.7074023,0.12794168570948275,0.12523803273770462
0,0.25,3,0.01968240737915039,0.640446,0.7075273,0.13113685289984678,0.11151425946412163
0,0.25,4,0.01939558982849121,0.64571744,0.7118184,0.07380860115358147,0.042368139800873755
0,0.25,5,0.01973724365234375,0.6444738,0.71134084,0.09146791500866808,0.04539215870099188
0,0.25,6,0.01953577995300293,0.64012754,0.7086436,0.12190692669141619,0.11654510340689628
0,0.25,7,0.020671606063842773,0.64016414,0.70811695,0.12379549496036857,0.07871617947612171
0,0.25,8,0.029324054718017578,0.6441365,0.71116805,0.08894489358010872,0.060172876080475494
0,0.25,9,0.019759178161621094,0.6418488,0.7094356,0.10988622914313707,0.09566984793654959
0,0.25,10,0.02178049087524414,0.63912934,0.70823115,0.12592433629391273,0.08440909005681285
0,0.25,11,0.02105998992919922,0.64187026,0.7100693,0.10900695616456918,0.091818011362571
0,0.25,12,0.019816160202026367,0.6415256,0.7093057,0.11046578058900584,0.07853242832767704
0,0.25,13,0.01939535140991211,0.63932294,0.7077531,0.1268730753570643,0.09152138450865317
0,0.25,14,0.019318342208862305,0.6405232,0.7096819,0.11765997133097406,0.07697935612097576
0,0.25,15,0.019513845443725586,0.6403363,0.7090771,0.11804689954234152,0.09476890480565502
0,0.25,16,0.019840717315673828,0.6394264,0.7078693,0.12527630894969005,0.07598878742992143
0,0.25,17,0.02154541015625,0.6429743,0.71105677,0.09853596153763264,0.0703118144488403
0,0.25,18,0.020766496658325195,0.6403549,0.70891553,0.11860752368582414,0.09357508484428027
0,0.25,19,0.019309043884277344,0.63927686,0.70832556,0.1252765484118202,0.0986516790729942
0,0.25,20,0.01961541175842285,0.6402214,0.7091174,0.11976228622210894,0.0963870399189995
0,0.25,21,0.020876407623291016,0.64070296,0.70906,0.11641566207837449,0.08201620010125063
0,0.25,22,0.01961660385131836,0.63999873,0.70829624,0.12080323517134778,0.08587816173851087
0,0.25,23,0.01999688148498535,0.640179,0.7090567,0.1203164191218226,0.09803930024562653
0,0.25,24,0.01960277557373047,0.6413135,0.71078706,0.11524549619592271,0.0802958768492303
0,0.25,25,0.020259618759155273,0.6388907,0.7078676,0.12871024540135573,0.10095119344495902
0,0.25,26,0.019825458526611328,0.63802886,0.7069503,0.13658162433795523,0.09601297508109426
0,0.25,27,0.029891490936279297,0.640876,0.7093113,0.11633041431507067,0.0906183788648679
0,0.25,28,0.019979000091552734,0.64072776,0.7099989,0.11854911490636252,0.0848870305439409
0,0.25,29,0.019548892974853516,0.6411379,0.7095139,0.11467149801320131,0.0882178013612585
0,0.25,30,0.01960158348083496,0.6397717,0.7083064,0.12432376775282714,0.08482140513378209
0,0.25,31,0.020122051239013672,0.63671845,0.7062782,0.14203330700342778,0.1201346258414115
0,0.25,32,0.01969289779663086,0.6409986,0.70927125,0.11520460014993233,0.07975756098475616
0,0.25,33,0.019711017608642578,0.6434383,0.71184057,0.09949990765322209,0.0725256407852549
0,0.25,34,0.019417285919189453,0.6361024,0.7059388,0.14482021121502828,0.12278326739542123
0,0.25,35,0.01938652992248535,0.6392239,0.70804334,0.12752927531712493,0.09962124763279769
0,0.25,36,0.020280122756958008,0.6421365,0.71033627,0.10721970584527422,0.07370614816342601
0,0.25,37,0.020595550537109375,0.64287895,0.71056634,0.09616368722096595,0.07194794967468547
0,0.25,38,0.021807432174682617,0.6374571,0.7079764,0.13474045631706266,0.09261001631260195
0,0.25,39,0.019549846649169922,0.63680273,0.70628214,0.14248641312494906,0.12045562784767404
0,0.25,40,0.019685029983520508,0.6411526,0.7091656,0.11199268964476809,0.09251420321377009
0,0.25,41,0.019980907440185547,0.6394565,0.7080539,0.12762195202826002,0.08834736467102919
0,0.25,42,0.01967787742614746,0.6411516,0.71038246,0.11785196249293567,0.08789717435733972
0,0.25,43,0.030656099319458008,0.6395037,0.70808774,0.12787468194287477,0.09070294189338682
0,0.25,44,0.020051002502441406,0.6394041,0.7077501,0.12896888941722476,0.08457859111619448
0,0.25,45,0.019644498825073242,0.63986945,0.708225,0.12512308809124123,0.08268445427783923
0,0.25,46,0.019585609436035156,0.640836,0.7102714,0.12008576295673334,0.08527365796036224
0,0.25,47,0.019284486770629883,0.6387629,0.7078654,0.13179654183135278,0.11008737554609715
0,0.25,48,0.022505998611450195,0.63806695,0.706847,0.1382868608026105,0.08665254157838487
0,0.25,49,0.019814252853393555,0.63986605,0.7081841,0.12657078434590527,0.08111431946449664
0,0.25,50,0.019738435745239258,0.6401198,0.7083933,0.12470648890711827,0.08060806630041437
0,0.25,51,0.019633054733276367,0.63994086,0.7082893,0.1259955184154805,0.0809791311195695
0,0.25,52,0.020503759384155273,0.6395882,0.7081415,0.12822932156984926,0.0893688710554441
0,0.25,53,0.02019357681274414,0.6395694,0.7081161,0.12836631565085843,0.08884799279995499
0,0.25,54,0.01959538459777832,0.63921404,0.70794183,0.13047219008636077,0.10121257007856298
0,0.25,55,0.020776748657226562,0.6388876,0.7077323,0.13241466634630553,0.10756810980068626
0,0.25,56,0.01948690414428711,0.63915825,0.70789623,0.13091244425213305,0.10239701498134363
0,0.25,57,0.019439220428466797,0.63933337,0.70805484,0.12979723193608164,0.10211501321883262
0,0.25,58,0.021474599838256836,0.639485,0.7081208,0.1288887132176434,0.09481296758104737
0,0.25,59,0.019735097885131836,0.63948214,0.70807093,0.12894585926002913,0.09121369508559428
0,0.25,60,0.019974708557128906,0.6399769,0.70843637,0.12564915107166005,0.0836341477134232
0,0.25,61,0.019588708877563477,0.63969797,0.70824736,0.12755140431395762,0.08884011775073591
0,0.25,62,0.020076990127563477,0.6395319,0.7081031,0.1286960495359514,0.09013725085781786
0,0.25,63,0.01955389976501465,0.63915807,0.70787615,0.13098040359676616,0.09980181126132037
0,0.25,64,0.019674301147460938,0.63899696,0.70775443,0.13195766845421752,0.10189919936999606
0,0.25,65,0.019805431365966797,0.6389383,0.7077039,0.13235711224179494,0.10279676747979676
0,0.25,66,0.019396305084228516,0.63876665,0.7075853,0.13334533078286293,0.10581234882718016
0,0.25,67,0.01975250244140625,0.63907415,0.7078096,0.13147703845493866,0.10012975081094255
0,0.25,68,0.0195314884185791,0.6393446,0.7079918,0.12985238439325567,0.09432640204001275
0,0.25,69,0.02189159393310547,0.6393991,0.7080548,0.1294940644792978,0.09501565634785215
0,0.25,70,0.019639968872070312,0.6394575,0.7081011,0.12914450748138492,0.09461046631541446
0,0.25,71,0.01952528953552246,0.6398365,0.7083784,0.1266658496852645,0.08835542722142013
0,0.25,72,0.019574403762817383,0.63968855,0.7082786,0.1276155678752136,0.09025162657266608
0,0.25,73,0.02043461799621582,0.639425,0.70804316,0.12939134389657367,0.09215307595672473
0,0.25,74,0.020043611526489258,0.63932526,0.7079512,0.13010372012257515,0.09279807998799991
0,0.25,75,0.020639896392822266,0.6393071,0.70793384,0.13023730987887414,0.09283576772354826
0,0.25,76,0.149672269821167,0.6392905,0.7079262,0.1303318705571549,0.09325727035793972
0,0.25,77,0.01944446563720703,0.6392932,0.70792925,0.13031391838232978,0.09337708360677255
0,0.25,78,0.020947933197021484,0.63930887,0.7079436,0.13020528756017732,0.09341552134700841
0,0.25,79,0.019652605056762695,0.63929605,0.7079386,0.13027252894506577,0.09364821030131439
0,0.25,80,0.02230978012084961,0.63927424,0.70792234,0.13041099065209336,0.09408040050250313
0,0.25,81,0.022397518157958984,0.639297,0.7079376,0.13027090177901415,0.09360996006225038
0,0.25,82,0.020437955856323242,0.639329,0.7079655,0.13005771401197425,0.0932893330583316
0,0.25,83,0.01955127716064453,0.6393057,0.70795006,0.1302000228415512,0.09374946093413083
0,0.25,84,0.019709348678588867,0.63928163,0.7079335,0.13035335674613033,0.09418802617516359
0,0.25,85,0.021693706512451172,0.6393115,0.70796186,0.13014456847993497,0.0941677760486003
0,0.25,86,0.02018284797668457,0.6392934,0.7079497,0.1302557919570164,0.09433052706579415
0,0.25,87,0.019684553146362305,0.6393022,0.7079568,0.13019794781762492,0.09419290120563253
0,0.25,88,0.019567489624023438,0.6393064,0.7079613,0.13016961155549053,0.09426171413571333
0,0.25,89,0.019841432571411133,0.6393078,0.7079606,0.1301692820970155,0.09419158869742934
0,0.25,90,0.021004438400268555,0.6392728,0.70793295,0.13039690807124976,0.0946535915849474
0,0.25,91,0.019705772399902344,0.63931,0.7079583,0.130168788284703,0.09405133782086136
0,0.25,92,0.020025014877319336,0.639316,0.707959,0.1301400786230709,0.0936405227532672
0,0.25,93,0.01961684226989746,0.63932955,0.70797175,0.13004390100727675,0.09338045862786643
0,0.25,94,0.020053625106811523,0.63933325,0.70797634,0.1300134354147648,0.09350008437552734
0,0.25,95,0.02121877670288086,0.6393065,0.7079602,0.1301771001587449,0.09427352670954194
0,0.25,96,0.020450115203857422,0.63932174,0.7079743,0.13008134514163588,0.09413890086813041
0,0.25,97,0.01992654800415039,0.63932765,0.70797664,0.13004653459242613,0.09391221195132468
0,0.25,98,0.019612550735473633,0.6393248,0.7079749,0.1300656227008987,0.09399977499859373
0,0.25,99,0.019540786743164062,0.63929677,0.7079539,0.13024330698420444,0.09431533947087167
0,1,0,0.019826650619506836,0.651819,0.7170832,-0.059816472664565475,-0.0979164869780436
0,1,1,0.019310951232910156,0.637514,0.7053273,0.18652462364366232,0.19930362064762902
0,1,2,0.020791053771972656,0.642789,0.71147966,0.12456166961310383,0.10945830911443195
0,1,3,0.019384384155273438,0.6368641,0.70640147,0.14218644879152276,0.12517934487090543
0,1,4,0.020114421844482422,0.6439117,0.7126765,0.08973506787155598,0.05350852192826204
0,1,5,0.019878864288330078,0.63746107,0.70884115,0.13018232487335624,0.1254598466240414
0,1,6,0.01992940902709961,0.6358835,0.7064108,0.13797054626618951,0.1065218532615829
0,1,7,0.019539356231689453,0.6395075,0.7108187,0.12271184267702126,0.1056443477771736
0,1,8,0.019647598266601562,0.6389011,0.7082696,0.12370126436989173,0.07814073837961487
0,1,9,0.023705244064331055,0.64131683,0.71005696,0.10982482741647297,0.06664166651041568
0,1,10,0.026502370834350586,0.63702655,0.7064813,0.14150111759916859,0.11068475427971425
0,1,11,0.0197296142578125,0.64147276,0.7113832,0.11887518532170559,0.08192019950124688
0,1,12,0.021054744720458984,0.63959867,0.70816994,0.12595382508427083,0.0700645004031275
0,1,13,0.019609928131103516,0.63656515,0.7074094,0.1404153536983357,0.1086580541128382
0,1,14,0.019421100616455078,0.6427791,0.7107875,0.09593228196879518,0.07755404721279507
0,1,15,0.02023458480834961,0.6334943,0.704853,0.154069660917259,0.13506346914668216
0,1,16,0.020656108856201172,0.6461168,0.7137922,0.06951025072483227,0.02178444865280408
0,1,17,0.019491910934448242,0.6333283,0.704128,0.15974054911134994,0.14157950987193668
0,1,18,0.01943230628967285,0.6414772,0.70964056,0.11592873010598652,0.06869705435658972
0,1,19,0.019611358642578125,0.6402271,0.70879364,0.12167465953659656,0.06953855961599759
0,1,20,0.02121734619140625,0.6351166,0.70585895,0.14741817119996165,0.12359927249545309
0,1,21,0.019739389419555664,0.6430841,0.7116984,0.10801842026184574,0.06678041737760859
