fold,parameter,epoch,test_MAE,test_RMSE,test_Pearson,test_Spearman
0,0.1,0,7.928227,9.87604410953181,0.39831838159617894,0.4061901056023863
0,0.1,1,8.175842,9.83537667806445,0.43109969859677355,0.4265557845264409
0,0.1,2,8.399517,9.991430807206509,0.4472815136710764,0.43439530289180045
0,0.1,3,8.492891,10.079385368136991,0.4532020574240788,0.43727780813797756
0,0.1,4,8.421241,9.995835390736055,0.45559761877642063,0.4401060563335995
0,0.1,5,8.43573,10.019520970389463,0.4572313612357319,0.4395870665750075
0,0.1,6,8.344886,9.927885959090144,0.4589975747263807,0.44166537067611855
0,0.1,7,8.329858,9.912281210025323,0.4588361925197679,0.44104529373018664
0,0.1,8,8.231478,9.815316154530068,0.4610489106045146,0.4444692008802434
0,0.1,9,8.176385,9.763046534597628,0.4622326079979963,0.44613997189587384
0,0.1,10,8.142328,9.737051557564435,0.46266954283023126,0.4468679718644504
0,0.1,11,8.109219,9.721988837453292,0.46405513730356673,0.44777658715884966
0,0.1,12,8.065049,9.664077894465306,0.4645001801317803,0.4485852207558824
0,0.1,13,8.133422,9.735549782391834,0.4623411871949294,0.4437802360981426
0,0.1,14,8.032441,9.628458169721371,0.4660296207013174,0.44951360202517016
0,0.1,15,7.9806576,9.596152138448922,0.4647392769510369,0.4497916141452237
0,0.1,16,8.037037,9.644644370792658,0.4656953580297123,0.44886615347799846
0,0.1,17,7.9790483,9.586732963506089,0.46680741666623293,0.45027762332486
0,0.1,18,7.9835005,9.590274541622435,0.46724681678474755,0.44994092350134285
0,0.1,19,7.9327207,9.549940450592521,0.46691440990983585,0.4514359594958854
0,0.1,20,7.903981,9.51563261686374,0.4679404490883755,0.45197822089186834
0,0.1,21,7.856427,9.462207107344732,0.467662911292089,0.4517703581535425
0,0.1,22,7.866715,9.490437965697986,0.46851674507727403,0.4525539226071185
0,0.1,23,7.8719435,9.482717353467924,0.4692389242541338,0.4528480153721876
0,0.1,24,7.8294125,9.437787790520947,0.46899353842729047,0.45316646440828146
0,0.1,25,7.820481,9.43927672379401,0.4686450991695027,0.4509142769994188
0,0.1,26,7.7845635,9.40688304101647,0.47007064531715365,0.4527525377128305
0,0.1,27,7.7936954,9.417988192120124,0.46666664742770086,0.4484225647623616
0,0.1,28,7.7490964,9.369187244190353,0.46949244111254274,0.45148742876189574
0,0.1,29,7.6794143,9.312182939495594,0.4695266250761871,0.45423103198798326
0,0.1,30,7.7410574,9.373568412831853,0.47080428018035475,0.4532940397745304
0,0.1,31,7.716182,9.345170235264536,0.46820904229944577,0.45218458879731366
0,0.1,32,7.714168,9.357188483639698,0.47102959079603607,0.4544007262265924
