fold,parameter,epoch,epoch_time,test_MAE,test_RMSE,test_Pearson,test_Spearman
0,0.1,0,0.3841521739959717,7.5001984,8.862251,0.5708655874499451,0.5696711353787374
0,0.1,1,0.34367990493774414,6.9845104,8.360202,0.583560033738214,0.5835316496752404
0,0.1,2,0.2845280170440674,6.8791504,8.300048,0.5871191407543683,0.5746425859492001
0,0.1,3,0.39132189750671387,7.023748,8.471837,0.6029262325284981,0.5941797785578364
0,0.1,4,0.550098180770874,6.5479307,7.937758,0.6151750469761234,0.6104674118168357
0,0.1,5,0.4809448719024658,6.873425,8.21625,0.6220017193068629,0.6151896190277674
0,0.1,6,0.2480618953704834,6.2124424,7.5797462,0.6378852675760528,0.6364199005534614
0,0.1,7,0.29212307929992676,6.213737,7.6380725,0.6437934921252676,0.6441401157701208
0,0.1,8,0.21900200843811035,6.5140123,7.750782,0.6505331141323913,0.6462107742781732
0,0.1,9,0.31862807273864746,5.918139,7.244558,0.6580510055846451,0.6546067759968487
0,0.1,10,0.7745308876037598,6.23498,7.4990296,0.6597899447146416,0.6575650622719497
0,0.1,11,0.502619743347168,5.987583,7.297394,0.6638380197905714,0.6654585964775115
0,0.1,12,0.5908946990966797,5.196631,6.4708323,0.6648523409068648,0.6628143453792514
0,0.1,13,0.626755952835083,5.1744494,6.489354,0.6734772914511414,0.6736784868579454
0,0.1,14,0.6351747512817383,5.191058,6.471129,0.6795331255198341,0.6859334583547383
0,0.1,15,0.3917710781097412,4.994007,6.3360963,0.6770489630523192,0.6876379248011417
0,0.1,16,0.7021749019622803,4.716317,6.076181,0.67700593878537,0.6820163000029259
0,0.1,17,0.3655211925506592,4.4306936,5.7731185,0.688405282541039,0.6925651446777635
0,0.1,18,0.497622013092041,4.9699917,6.2491627,0.6893753454237879,0.700504176985906
0,0.1,19,0.46340394020080566,4.980303,6.2839193,0.6913587011490355,0.7070355835756866
0,0.1,20,0.4060077667236328,4.512433,5.790979,0.6942745475973373,0.6990307252161508
0,0.1,21,0.6246128082275391,4.933007,6.1221137,0.7103502980272318,0.7206377390590462
0,0.1,22,0.33559298515319824,4.448941,5.6201324,0.7019241392389947,0.7078505763613366
0,0.1,23,0.4220719337463379,4.585723,5.810201,0.7112674455774858,0.723585598018831
0,0.1,24,0.36571383476257324,4.485997,5.7020745,0.7196498997123635,0.7286349216680553
0,0.1,25,0.2782320976257324,4.7359333,5.9567156,0.7186696485413666,0.7285759461167067
0,0.1,26,0.37336087226867676,4.382521,5.5545,0.7215757987043236,0.7332805284199142
0,0.1,27,0.3834114074707031,4.8075233,5.9791784,0.7194936044502619,0.7322189568302769
0,0.1,28,0.3528890609741211,4.4091225,5.6896467,0.7180499654980859,0.7291461426467295
0,0.1,29,0.35387587547302246,4.307487,5.515752,0.7315558990156954,0.7396563835927855
0,0.1,30,0.4108297824859619,4.450191,5.6390667,0.7195793145293243,0.7308580236226819
0,0.1,31,0.26297807693481445,4.547998,5.721312,0.71217513121038,0.7201962303240202
0,0.1,32,0.2950270175933838,3.9339478,5.064865,0.7312315053722076,0.7433433164211819
0,0.1,33,0.4981210231781006,4.2988214,5.520081,0.7335240765658372,0.7484031548971259
0,0.1,34,0.6573410034179688,4.096034,5.2747426,0.737378617521802,0.7530326144636553
0,0.1,35,0.4542968273162842,3.9761944,5.216334,0.7251896426229212,0.7455834689327173
0,0.1,36,0.3949449062347412,4.2140555,5.3470426,0.7457898128090831,0.7572336913801774
0,0.1,37,0.4085962772369385,4.0223007,5.126647,0.7424457380075427,0.7554925566301772
0,0.1,38,0.45778632164001465,4.124525,5.317914,0.7420511667329946,0.7497377485969612
0,0.1,39,0.5333240032196045,4.192544,5.3045187,0.745670317186289,0.7563909514211732
0,0.1,40,0.38633298873901367,4.0815334,5.21034,0.7283487678180441,0.7388955091833315
0,0.1,41,0.2902951240539551,4.035624,5.1743774,0.7416685130506838,0.7566342812389005
0,0.1,42,0.2881038188934326,3.8451107,4.998337,0.7542650847276212,0.768243501832352
0,0.1,43,0.33052492141723633,4.0044656,5.1636105,0.7478433418639788,0.7657464206786341
0,0.1,44,0.2783949375152588,3.7385137,4.9090996,0.7544814796748764,0.7747008899223146
0,0.1,45,0.2954256534576416,3.8724704,5.103428,0.7475661640862737,0.7643186581084569
0,0.1,46,0.549647331237793,3.7624242,4.9713078,0.7601034537617907,0.7784343931110219
0,0.1,47,0.36556529998779297,3.732641,4.8885446,0.7534205944815435,0.7732920663657643
0,0.1,48,0.33327174186706543,4.1486936,5.3041186,0.750671196674449,0.7650633300611406
0,0.1,49,0.29419684410095215,3.612345,4.687047,0.7610368403197364,0.77204377347305
0,0.1,50,0.45818018913269043,3.5301237,4.612098,0.7803316645710747,0.8006360257972412
0,0.1,51,0.4240870475769043,3.401132,4.5086474,0.7811805964298238,0.8025609983477037
0,0.1,52,0.36330175399780273,3.4010243,4.483981,0.7814055545075466,0.8017494611745462
0,0.1,53,0.33361101150512695,3.3994257,4.4834485,0.7821897842432645,0.8042111987219609
0,0.1,54,0.37174081802368164,3.316575,4.420737,0.7832554991083742,0.8044986039922248
0,0.1,55,0.29363417625427246,3.3177652,4.4295464,0.7817457544010674,0.8030134250002753
0,0.1,56,0.3535752296447754,3.2994823,4.396815,0.7833437416859708,0.8050724217786582
0,0.1,57,0.41500377655029297,3.250695,4.4009686,0.7814014367033214,0.8044338591421182
0,0.1,58,0.5207901000976562,3.2172956,4.3453426,0.783451841908803,0.8055783268446833
0,0.1,59,0.27967000007629395,3.2020698,4.3385572,0.783589768344383,0.8065431575074844
0,0.1,60,0.3817009925842285,3.163373,4.2850375,0.7838726790156552,0.8042427994883409
0,0.1,61,1.0006811618804932,3.176464,4.2982116,0.7822202310224857,0.8030512931310391
0,0.1,62,0.4760000705718994,3.1506839,4.301302,0.7827714160533417,0.8043020000116001
0,0.1,63,0.5481231212615967,3.130724,4.2903404,0.7824805846504334,0.8045444718723459
0,0.1,64,0.549799919128418,3.0766268,4.2274213,0.7826657789058469,0.8041865111852077
0,0.1,65,0.4434690475463867,3.1621068,4.300623,0.7819036686255761,0.8022939215872461
0,0.1,66,0.2892649173736572,3.0781603,4.218613,0.784312384670041,0.8050645412204986
0,0.1,67,0.3842198848724365,3.111672,4.2528577,0.7821894047513791,0.805599735655819
0,0.1,68,0.2493128776550293,3.0612113,4.2014675,0.7827185972530305,0.8041679710695321
0,0.1,69,0.22648310661315918,2.9959054,4.169615,0.7826197047267843,0.8038616768607727
0,0.1,70,0.3090779781341553,3.0233862,4.157158,0.7838283280125875,0.8048579458619686
0,0.1,71,0.3020470142364502,3.023424,4.1895685,0.7838620122071814,0.8063970682338197
0,0.1,72,0.5812711715698242,3.0527723,4.184318,0.7814557235546249,0.8022802089070611
0,0.1,73,0.5993669033050537,3.0159535,4.176783,0.782981022759076,0.8026546696668165
0,0.1,74,0.4486081600189209,2.979033,4.1113505,0.7852176699314825,0.8052733464376544
0,0.1,75,0.37241291999816895,2.9680037,4.1254935,0.7856053051641749,0.8077573180631021
0,0.1,76,0.3098139762878418,2.9691503,4.1225185,0.7858492833226923,0.8080193148805113
0,0.1,77,0.34592199325561523,2.9733434,4.1245885,0.7858036019394957,0.8079096020273338
0,0.1,78,0.2953379154205322,2.9659028,4.1173835,0.7858823248511244,0.8078294599118084
0,0.1,79,0.3015480041503906,2.9571788,4.112436,0.7858084177305068,0.8076722114884307
0,0.1,80,0.3519890308380127,2.9538352,4.1167526,0.7855624865844509,0.8078081002162069
0,0.1,81,0.27345800399780273,2.9620268,4.1163826,0.785836986060987,0.8078460492390522
0,0.1,82,0.33197021484375,2.9516313,4.1099277,0.7857220849530042,0.8080198938752852
0,0.1,83,0.293668270111084,2.9542007,4.108584,0.7856953318048037,0.8076167460068434
0,0.1,84,0.28322792053222656,2.9461343,4.104185,0.7855530746292738,0.8078179216442484
0,0.1,85,0.6527631282806396,2.9509935,4.107745,0.7856889838523692,0.8078860439004988
0,0.1,86,0.5277719497680664,2.9444497,4.0990415,0.7858082363312036,0.8077219359211923
0,0.1,87,0.39559078216552734,2.942939,4.1013646,0.7856168767973658,0.8078498100246865
0,0.1,88,0.37030601501464844,2.937488,4.0995727,0.785556075919922,0.8076602926498949
0,0.1,89,0.32102394104003906,2.932543,4.0915017,0.785533489458568,0.8076336510896408
0,0.1,90,0.36418795585632324,2.9363995,4.095832,0.7854370623118155,0.8075604234623354
