fold,parameter,epoch,test_MAE,test_RMSE,test_Pearson,test_Spearman
0,0.1,0,3.2281466,3.5504045443997003,0.14692784179548277,0.1588584928655804
0,0.1,1,3.2114215,3.540098194549239,0.131667994740588,0.1356953480959256
0,0.1,2,3.2146766,3.5450675493053985,0.12424428301072023,0.1356953480959256
0,0.1,3,3.2232,3.5506954371592303,0.11766334932470755,0.15364314776967355
0,0.1,4,3.2427258,3.5658508068802752,0.08245522458805606,0.06669604185026155
0,0.1,5,3.2438092,3.5676874239046645,0.07669870072395914,0.03259239120244501
0,0.1,6,3.2306576,3.559529990555229,0.10735363814840572,0.09729754560966004
0,0.1,7,3.2210734,3.5528830842639922,0.11878536855277053,0.11406633791461197
0,0.1,8,3.228192,3.557409028574312,0.10909951254549848,0.09778111113194457
0,0.1,9,3.2314856,3.559689936047225,0.10073161041790274,0.08136857105356908
0,0.1,10,3.220812,3.5528965053714776,0.11779349218861622,0.0939692123075769
0,0.1,11,3.2181208,3.5517319014125657,0.12026848986522058,0.09478409240057749
0,0.1,12,3.218892,3.5519859024661624,0.11883712887056504,0.08864267901674386
0,0.1,13,3.2238967,3.557194557186292,0.10908538361450786,0.08704179401121256
0,0.1,14,3.2216752,3.55751572327346,0.11252226354593421,0.07917011981324883
0,0.1,15,3.2198184,3.5572334310848284,0.11450788012029413,0.08142107138169613
0,0.1,16,3.2195835,3.5565923596395588,0.11358849425310436,0.0868025425158907
0,0.1,17,3.216972,3.5519740888664315,0.11603276440521293,0.08507828173926085
0,0.1,18,3.2137403,3.5500921371753273,0.12015579897132973,0.09272982956143476
0,0.1,19,3.2134392,3.5535124796450575,0.12011866676239369,0.09727748298426864
0,0.1,20,3.2180035,3.55874395629241,0.11438346600072295,0.0877424858905368
0,0.1,21,3.2288504,3.566539014035211,0.09593366910175685,0.07929555809723808
0,0.1,22,3.2291062,3.5661707922599377,0.09299041915699298,0.062006450040312744
0,0.1,23,3.207561,3.549605205235803,0.12551403375168355,0.10961449759060993
0,0.1,24,3.2015722,3.5449409757577692,0.13172290628554714,0.11517259482871768
0,0.1,25,3.2187805,3.5584190149883232,0.11072678922575578,0.09079744248401551
0,0.1,26,3.2178345,3.5561937431618946,0.1102612113127339,0.07662197888736803
0,0.1,27,3.2122555,3.5535190548292643,0.11977750034756518,0.09747717173232331
0,0.1,28,3.2133942,3.5569134460419862,0.11917576657867168,0.09636885230532691
0,0.1,29,3.2241132,3.5627066569035026,0.10112867417359085,0.07384414902593141
0,0.1,30,3.2104797,3.5519371711140253,0.12135406228017749,0.09403708773179831
0,0.1,31,3.203923,3.549310461425841,0.12855293838279266,0.11387977424858906
0,0.1,32,3.2287283,3.5672090426983787,0.09260789067622462,0.06114600716254476
0,0.1,33,3.218971,3.5597810240703085,0.11070279630899349,0.08970487315545722
0,0.1,34,3.1985984,3.5452325858149862,0.13404403305846702,0.11430240189001181
0,0.1,35,3.2209852,3.560210713783397,0.10598079117932079,0.07714923218270113
0,0.1,36,3.2206504,3.5594583208548505,0.10632082360040634,0.07752648454052836
0,0.1,37,3.219165,3.5572511252703687,0.10820892929089108,0.0780852380327377
0,0.1,38,3.1972976,3.5491630803418737,0.13454956290958117,0.10628053925337033
0,0.1,39,3.2147694,3.5538884532899644,0.11572408193194378,0.07851124069525432
0,0.1,40,3.2214642,3.557561831550189,0.10039407058152316,0.08348714679466746
0,0.1,41,3.2031438,3.547196293869457,0.13091765033271321,0.11670597941237132
0,0.1,42,3.2117774,3.555938969906913,0.12197666781259309,0.10117244482778016
0,0.1,43,3.222135,3.5611026097945215,0.1055765561086894,0.07780979881124256
0,0.1,44,3.2165506,3.5562619924762093,0.11362897122560506,0.08020418877617985
0,0.1,45,3.2109404,3.5522249851713896,0.12138683929491026,0.08650047812798829
0,0.1,46,3.207917,3.552100411800074,0.12558016304430686,0.10649222807642546
0,0.1,47,3.2150679,3.5579285319174727,0.11713119772714213,0.09572741079631747
0,0.1,48,3.2095535,3.5518182262183924,0.1231653277617802,0.08973074831717696
0,0.1,49,3.2166233,3.557515321163767,0.11450269032017951,0.08508090675566722
0,0.1,50,3.2169592,3.5575541915572697,0.11370068758409008,0.0824705154407215
0,0.1,51,3.2163076,3.5572578275903934,0.11486633360327775,0.0849622185138657
0,0.1,52,3.214195,3.5561088654681994,0.11826068298884007,0.0921639510246939
0,0.1,53,3.2152205,3.556889449354821,0.11679861267522035,0.09004800030000187
0,0.1,54,3.212934,3.5554085807092903,0.12005527568020827,0.09499203120019499
0,0.1,55,3.2108245,3.5537962749955665,0.12268220204708906,0.09788311176944854
0,0.1,56,3.2113094,3.5535606526514716,0.12187664586521908,0.09273545459659122
0,0.1,57,3.2121758,3.5543444792857652,0.12085699693633503,0.09235238970243563
0,0.1,58,3.2131715,3.5549364610619274,0.1193802254507806,0.08942249639060243
0,0.1,59,3.2134974,3.5551847340675797,0.11882910686956907,0.08836667729173306
0,0.1,60,3.2149208,3.556197765751126,0.11668807830842155,0.0854810342564641
0,0.1,61,3.2126806,3.554546378551754,0.11993818784794372,0.08894230588941181
0,0.1,62,3.2122388,3.5542492271455233,0.12053363995162156,0.0900592503703148
0,0.1,63,3.2103698,3.5532198045306855,0.12308395861762574,0.09639547747173419
0,0.1,64,3.209817,3.5527405489741573,0.12368115487752812,0.09686704291901824
0,0.1,65,3.2100427,3.5528196017385345,0.12340746595345438,0.09574316089475558
0,0.1,66,3.2099104,3.552890734301472,0.12358087098039552,0.09692085575534846
0,0.1,67,3.2111,3.5536673287118896,0.12206372552726825,0.09290551815948848
0,0.1,68,3.2120042,3.5541834882641488,0.12086670511383184,0.09069525434533965
0,0.1,69,3.2113578,3.553803923067281,0.12177738378924022,0.09251345320908254
0,0.1,70,3.211311,3.553695909301145,0.12182678271623938,0.0920398252489078
0,0.1,71,3.2129767,3.5547214380677286,0.11945459198244944,0.08741548384677404
0,0.1,72,3.212578,3.5545813911446693,0.12007410171497628,0.0882856767854799
0,0.1,73,3.2120745,3.5541449834975363,0.12070509450249231,0.08888305551909699
0,0.1,74,3.211672,3.55376125466748,0.12118675823788881,0.08886768042300264
0,0.1,75,3.2115693,3.5536545814265965,0.12130905431531204,0.0889361183507397
0,0.1,76,3.2113867,3.553517981330633,0.12155007775732188,0.08922674516715727
0,0.1,77,3.2114167,3.553548039169727,0.12151849925590617,0.08931955824723904
0,0.1,78,3.2114763,3.553602652539221,0.12144573154395834,0.08932874580466127
0,0.1,79,3.211317,3.5534959745372228,0.12165598791725046,0.08952974706091911
0,0.1,80,3.2113428,3.5535479049835104,0.12164376117231958,0.0897483734273339
0,0.1,81,3.2114391,3.553604396932768,0.12150560831586786,0.08966531040819004
0,0.1,82,3.2115417,3.553687321730408,0.12137966371990938,0.08954680966756041
0,0.1,83,3.2114062,3.5536013106974487,0.12156149054740843,0.0897260607878799
0,0.1,84,3.2113018,3.5535382435625924,0.12171112906485135,0.09003262520390752
0,0.1,85,3.211344,3.5535840008931556,0.12166268080348097,0.08998799992499952
0,0.1,86,3.2112231,3.553500536932421,0.12182191550988007,0.09040687754298463
0,0.1,87,3.2112255,3.5534993292401444,0.12181470076465817,0.09026568916055724
0,0.1,88,3.2112489,3.553522409510397,0.12179029690356816,0.09025931412071325
0,0.1,89,3.2113605,3.5536131188876583,0.12165920382887183,0.09006506290664316
0,0.1,90,3.2112098,3.553495035219837,0.12184924888067948,0.09048150300939381
0,0.1,91,3.211344,3.553564275664547,0.121655293037445,0.08985187407421297
0,0.1,92,3.2114594,3.55364653048601,0.12149989412729162,0.08973187332420826
0,0.1,93,3.2114825,3.5536582043439098,0.12145955819978523,0.0896212476327977
0,0.1,94,3.2114758,3.5536461279385017,0.12145851657927241,0.08948493428083924
0,0.1,95,3.2112591,3.5534812138067426,0.12174330303757129,0.08978774867342919
0,0.1,96,3.2112572,3.553480408674226,0.121752392774353,0.08985562409765059
0,0.1,97,3.2113311,3.553542403344263,0.1216603478757657,0.08957549734685842
0,0.1,98,3.2113404,3.5535582373073695,0.12165360101671203,0.08965856036600228
0,0.1,99,3.211197,3.5534417620988834,0.12183239431711324,0.0900740629628935
0,1,0,3.233631,3.556618101246637,0.11469461245216027,0.1356953480959256
0,1,1,3.241698,3.568766920914762,0.10114959980569435,0.1356953480959256
0,1,2,3.244749,3.5727194387794325,0.09670032424857886,0.1342292764329777
0,1,3,3.2442322,3.571536866317269,0.09435162550701902,0.08300395627472672
0,1,4,3.2265701,3.5533819127534407,0.12516006920543238,0.12871542947143416
0,1,5,3.2220924,3.5486473999025954,0.1353547117657468,0.11275382971143569
0,1,6,3.2214108,3.5517133741978753,0.12580087595075057,0.09243095269345432
0,1,7,3.2199743,3.556057374695187,0.12286503862352671,0.12879849249057804
0,1,8,3.221242,3.557200991516078,0.12017063378449235,0.10158644741529634
0,1,9,3.2265558,3.5596577867766954,0.10711254811035248,0.08954137213357581
0,1,10,3.2281559,3.5611358172240246,0.1020350123686208,0.07760617253857836
0,1,11,3.2078216,3.5485936508860645,0.13090951569923776,0.09812948830930192
0,1,12,3.208036,3.547121014234505,0.13046883121204922,0.11280820505128156
0,1,13,3.2107577,3.550857526339698,0.12613289964652483,0.11113250707816923
0,1,14,3.2214499,3.5602679036093887,0.11131537703366634,0.08969381058631616
0,1,15,3.2129145,3.5542729733404768,0.12198359394524734,0.10443815273845461
0,1,16,3.2093549,3.550126253488804,0.12578913895102725,0.1099911874449215
0,1,17,3.2203553,3.5585145575110504,0.10859755167455676,0.07380439877749236
0,1,18,3.219585,3.5624016196068404,0.11336899856687505,0.08822192638703992
0,1,19,3.212863,3.5553313290571107,0.1196692486462086,0.09660529128307051
0,1,20,3.212438,3.5530741960555483,0.11831133214789893,0.07710066937918361
0,1,21,3.2076926,3.5515710604858612,0.12496096464212156,0.10800123750773441
0,1,22,3.2232666,3.566919095622551,0.10682211919275202,0.09257176607353795
0,1,23,3.2182899,3.561052798069645,0.11139629467383377,0.0859891624322652
0,1,24,3.207273,3.5492168207350168,0.12263545682433254,0.07411302570641065
0,1,25,3.1984918,3.547668502709173,0.13248238602912787,0.1145444659029119
0,1,26,3.2181873,3.561734569034979,0.11160910933811202,0.08746667166669791
0,1,27,3.2094662,3.5597309259460497,0.12389185620683214,0.10009918811992574
0,1,28,3.2168427,3.556630301630748,0.10830332468760008,0.07566909793186206
0,1,29,3.204206,3.5483408852194187,0.12754585605011137,0.10040950255939099
0,1,30,3.2030551,3.5531051970695815,0.12860573608149092,0.11016912605703785
0,1,31,3.214337,3.55682295489538,0.1150100786017911,0.07663060394127463
0,1,32,3.2184925,3.5634666603726495,0.11238617994013377,0.09228863930399565
0,1,33,3.2138975,3.5577492072934356,0.11764785385335923,0.09058369114806968
0,1,34,3.2146528,3.5573945521625596,0.11588404041422334,0.08156244726529539
0,1,35,3.2109387,3.554787971837313,0.12058044954856992,0.09025518909493184
0,1,36,3.2061157,3.5476957875501354,0.12418519668061428,0.07562578516115726
0,1,37,3.2016613,3.5521809554272568,0.12978583714106084,0.1121883261770386
0,1,38,3.2255578,3.5718138895622658,0.10639153951969245,0.09703466896668105
0,1,39,3.213327,3.5521624305547226,0.11219118254705411,0.08873399208745054
0,1,40,3.196613,3.55531925833483,0.13447313247929393,0.11249789061181632
0,1,41,3.2040884,3.552094907918886,0.1289379399133426,0.113363583522397
